User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
14662497,169,female,33,170,64,28,105,40.6
11237152,144,male,42,182,87,21,107,40.1
19113921,168,male,52,201,105,23,104,40.7
18468299,211,male,73,184,82,27,104,40.7
15225091,40,male,22,181,78,15,87,40.3
18799338,165,female,45,158,57,24,110,40.5
10210809,49,male,39,174,76,17,83,40.5
14546209,161,female,47,174,73,28,101,40.9
14839747,94,male,67,212,124,16,87,40.1
10134201,72,male,48,186,85,17,88,40.6
17781417,19,female,75,157,61,5,77,39.2
15146091,174,male,34,184,84,30,103,40.7
16546834,53,male,20,192,91,12,97,40.1
17763472,55,female,27,162,58,13,88,40.3
16092509,22,male,36,185,79,6,89,39.1
15637504,56,female,21,165,61,15,85,40.4
12826306,4,male,22,189,93,3,76,38.4
17749763,79,female,31,179,73,18,91,40.3
11586141,98,male,31,191,94,19,98,40.3
19852884,5,male,21,179,74,3,81,38.6
12274315,64,female,25,166,68,12,100,40.2
14545182,26,female,50,177,73,6,88,39.3
19184527,57,male,31,192,96,12,95,40.4
12571478,79,male,45,190,87,14,98,40
10485314,101,female,30,160,59,19,98,40.6
12628830,131,male,74,200,109,17,99,40.1
13289694,215,male,57,182,84,28,108,40.9
18612460,142,female,41,188,79,25,102,40.4
11618424,111,male,72,195,99,15,99,40.4
14909143,249,male,67,186,89,29,110,41.1
18430323,242,male,47,182,89,30,113,41.1
19580552,119,female,55,170,72,21,99,40.7
12631109,104,male,77,203,102,15,94,40.1
18680726,20,male,58,172,77,6,80,39.3
13811073,54,female,29,176,67,13,88,40.1
12596444,36,female,52,165,65,7,93,39
19292897,186,male,68,183,90,24,104,40.8
18415120,42,male,37,182,82,11,89,39.8
15136610,60,female,36,167,69,12,95,39.8
15246189,57,female,39,163,60,12,91,40.2
11009980,44,female,20,155,51,11,86,39.9
16884579,55,female,21,167,64,13,90,40.1
16268386,7,male,31,193,98,2,87,38.5
18655705,99,female,38,162,60,19,96,40.5
17004999,103,female,21,180,75,20,100,40.6
15719713,28,female,49,171,64,6,89,39.6
19140214,19,male,31,179,82,6,87,39.1
17465417,53,female,28,159,56,11,93,40
16347135,179,female,54,162,59,24,114,40.8
12834296,185,male,33,186,83,24,116,40.3
18198579,53,male,67,181,84,9,93,39.9
10842264,93,female,22,163,59,16,104,40.1
19929063,142,female,49,172,69,23,104,40.7
16403093,152,male,46,171,73,26,101,40.7
17909757,54,female,43,166,66,12,89,40.1
12387955,26,female,40,160,59,7,81,39.8
10387714,106,female,32,163,66,19,101,40.7
17786931,28,male,54,186,90,7,84,39.4
12015336,118,male,25,193,86,23,101,40.5
19585696,183,female,58,167,62,28,105,40.7
19981365,57,male,74,189,87,9,93,39.8
18544417,17,male,43,184,88,4,89,39.2
15006801,132,male,54,180,79,19,105,40.3
14608298,4,female,47,173,69,1,80,37.3
12851776,156,female,41,149,54,26,102,40.7
15099951,28,male,22,194,93,8,90,39.6
14805647,155,female,64,163,60,24,103,40.4
15593520,88,female,53,177,77,17,95,40.1
18256224,9,male,22,163,62,4,86,38.3
10429524,36,female,32,153,55,8,89,39.5
13841133,32,female,56,162,66,7,88,39.4
12729324,33,female,51,180,76,8,86,39.3
11315992,145,female,53,171,68,24,102,41.1
18072181,102,male,22,186,81,21,101,40.3
12383913,79,female,24,157,56,15,98,39.7
10469759,58,female,20,162,57,12,95,39.8
16803455,125,female,22,150,52,22,102,40.7
12305352,195,male,39,165,69,30,108,41
13114604,47,female,49,161,57,10,89,40.2
18246392,133,male,68,190,99,19,98,40.4
14710699,134,male,37,172,77,22,105,40.5
14174462,219,female,41,180,73,29,119,41.1
13315933,208,male,44,192,94,28,109,41.1
18417736,121,male,36,197,96,23,97,40.4
19757705,178,male,44,173,69,27,107,40.9
17883346,122,female,48,175,69,21,101,40.3
14087143,68,male,22,200,104,17,92,40.3
17810504,48,female,64,170,69,11,85,39.7
11122624,159,female,39,174,74,26,106,40.8
18725655,79,female,52,169,70,14,99,40.4
15351170,110,male,20,193,98,22,100,40.7
19260401,19,female,38,157,57,5,83,39.3
10966499,105,female,64,167,64,17,101,40.1
15377942,209,male,65,204,112,25,106,40.9
17894176,171,male,21,173,71,28,111,40.9
11217124,70,female,44,180,74,13,98,39.9
13451711,147,female,67,191,91,26,99,40.7
19973268,59,female,59,156,56,10,98,39.9
18059938,145,male,51,187,91,24,98,40.9
10029380,194,female,64,176,77,27,112,40.8
15659810,51,male,27,180,83,13,93,40.2
11480876,83,male,58,199,102,15,91,40.4
16496960,170,female,63,173,67,24,110,40.6
14674170,145,female,59,154,56,23,102,40.8
16335507,158,female,43,152,56,25,105,40.6
19884433,122,female,50,165,71,21,101,40.4
17376998,14,female,65,137,41,3,83,38.7
18040047,158,male,49,177,78,23,106,40.9
19712626,90,female,44,168,70,18,94,40.3
11787901,60,male,42,179,81,16,87,40.3
18210368,130,female,52,161,64,24,96,41
16733217,30,female,79,166,71,5,98,38.9
14350302,101,male,45,183,85,17,100,40.2
17211607,51,male,36,184,93,11,93,39.8
19169187,25,female,39,181,78,6,88,39.4
13009293,25,male,59,169,76,8,78,39.4
17272346,22,male,36,183,88,6,88,38.8
11194310,55,female,78,152,57,12,83,40
15335118,238,male,38,190,94,28,118,40.7
17673217,2,male,22,207,110,1,81,37.8
11472319,234,male,71,187,92,27,109,40.4
16098146,61,male,55,194,100,11,92,39.4
19805700,15,male,40,190,90,4,86,39.1
15381428,36,female,44,148,53,8,87,39.8
10488201,11,female,37,176,73,3,82,38.8
15549903,183,male,55,180,86,26,104,40.3
19748695,192,female,45,159,65,27,113,40.8
19691231,117,female,20,155,60,21,102,40.5
13585639,25,male,36,200,100,7,85,39.5
10831861,92,female,37,144,47,17,96,40
12561687,142,male,46,180,78,25,99,40.7
13227061,50,male,55,194,102,10,88,40
11919872,2,male,29,177,81,1,78,37.7
19729140,218,male,75,196,99,29,99,41
18181413,130,male,34,178,80,21,106,40.4
15801734,72,male,33,188,83,17,93,40.5
18014904,131,female,50,155,59,18,113,40.3
12734542,14,male,34,179,73,5,85,39.2
10104386,42,female,52,179,76,9,90,39.8
18467206,69,female,32,188,77,17,88,40.7
16256626,24,male,23,191,96,7,89,39
13563263,158,female,67,175,74,25,103,41
10440656,127,male,58,212,111,20,95,40.3
11185966,161,male,60,173,79,26,98,40.7
12258799,39,female,25,157,59,11,82,39.7
11890833,260,male,43,205,113,28,119,41
19846403,16,male,62,185,86,3,90,38.5
12119217,43,male,52,175,82,9,91,39.6
11504158,100,female,57,159,52,17,98,40.4
15282370,55,male,20,173,71,13,99,40.1
18972625,4,female,40,165,61,1,86,38
17017380,137,male,24,163,66,19,118,40.5
11230987,11,male,30,203,99,3,87,38.5
18385028,115,female,58,185,80,19,103,40.4
11700532,75,female,75,143,49,15,86,40.3
16118167,1,male,21,180,76,1,74,37.6
15792811,50,male,33,193,91,13,89,40.3
10235459,1,male,22,183,84,1,76,37.8
15277345,53,male,24,190,95,13,93,40.2
13479357,42,male,68,178,77,8,89,39.8
17305942,205,male,78,195,97,25,103,40.5
16457911,74,female,25,151,57,15,95,40.2
15772993,99,female,42,178,74,19,97,40.4
19067668,13,female,60,189,83,3,86,38.3
18694120,165,male,67,189,94,23,100,40.8
11969125,34,female,25,159,60,7,94,39.4
18993256,61,male,73,185,88,10,92,39.7
17489797,146,female,43,164,63,23,106,40.9
18694030,203,female,38,166,61,28,115,40.8
11131422,88,male,37,186,88,15,102,39.9
13798386,172,male,48,192,88,24,107,40.8
18128694,28,male,65,201,104,7,78,39.6
12210089,17,male,30,178,76,8,81,39.9
16474431,106,male,23,186,86,24,97,41
17338250,6,female,24,170,64,2,79,38.1
12494107,27,female,47,149,54,6,87,39.5
10753178,22,male,29,181,78,6,91,39.3
15496770,131,female,53,165,67,21,104,40.8
10042786,184,female,53,166,68,29,105,40.8
12913399,165,female,55,157,57,27,101,40.8
18647795,44,female,55,169,71,9,91,39.7
19531529,13,female,71,160,63,3,83,38.7
10421422,70,female,52,161,64,16,86,40.3
17561848,133,male,38,172,70,24,102,40.6
19148024,17,female,48,166,70,4,87,38.8
16475955,133,female,20,151,46,25,98,40.8
18580982,27,female,33,156,56,6,89,39.4
14899436,121,female,42,160,61,20,103,40.6
15571517,48,male,52,187,95,10,89,39.8
15082672,30,male,73,175,79,6,86,39.4
16279613,138,male,33,177,80,25,102,40.5
14061885,51,female,30,163,63,14,83,40.3
15330433,44,male,66,187,93,9,85,40.1
11955747,15,male,25,174,76,5,88,39.4
14448257,146,male,35,173,70,27,102,40.8
13283070,113,male,22,191,85,27,96,40.9
10073254,97,female,41,159,60,18,97,40.8
12897725,214,male,31,213,108,29,111,41.1
17174976,8,female,49,180,80,2,83,38.5
17117173,19,male,37,170,69,5,91,39.1
10334813,92,male,41,176,70,17,100,40.5
11325216,72,male,77,206,106,10,95,40
10034236,133,female,27,149,55,25,98,40.6
12697783,182,female,20,168,63,29,109,40.7
11028513,128,male,25,182,85,25,101,40.9
17282579,48,female,54,174,68,9,95,39.4
16901935,144,female,20,175,74,24,108,40.8
15387149,81,female,42,152,60,16,94,40.2
12589803,61,male,21,193,86,12,102,40.4
18468151,160,female,20,157,49,24,111,40.1
12132251,44,male,37,189,97,11,88,39.7
12256111,156,male,26,171,77,28,105,40.7
13399209,92,female,21,136,45,16,102,40.5
17645999,89,male,21,178,78,20,99,40.5
16097185,19,female,77,155,62,4,85,38.9
17285731,180,male,45,179,82,26,107,40.6
13145104,227,male,66,178,85,26,112,40.7
11725155,21,male,66,189,91,5,81,39.1
13246319,49,female,48,162,65,10,92,40.1
19811961,11,female,32,169,62,4,75,39.2
15541307,103,female,62,144,47,18,95,40.5
18834955,198,male,30,182,81,28,113,40.7
12969510,36,male,26,180,76,11,90,40.1
15582159,57,male,57,193,100,13,84,40.1
15343257,142,male,28,177,78,22,110,40.8
12620966,101,male,32,177,76,21,98,40.6
12540483,165,male,25,179,76,30,105,40.8
15393805,149,male,43,189,87,22,106,40.5
16209649,132,male,36,186,89,22,103,40.9
13152641,86,female,25,159,58,17,96,40.2
18472777,3,male,55,184,88,1,78,37.8
12158911,204,female,38,155,59,28,115,40.4
13189650,127,female,53,168,63,22,99,40.8
14786034,117,male,49,178,81,21,97,40.8
11155609,1,male,25,194,93,2,69,37.9
19881435,25,male,24,175,70,8,90,39.3
13001874,35,female,25,158,56,9,85,39.5
10749016,125,male,21,177,77,24,104,40.6
19710013,57,male,47,210,110,12,88,40.1
10229762,7,female,20,155,50,2,82,37.9
11016038,45,male,37,173,80,9,97,39.3
17512709,30,male,35,156,57,10,88,39.5
11441780,89,female,46,184,79,17,97,40.1
16088961,55,female,49,155,58,10,96,39.9
14012808,146,female,29,169,63,24,106,40.7
16763555,54,female,28,165,59,12,91,39.8
16676487,220,male,45,182,84,28,113,41
18531491,147,male,31,183,87,25,104,40.4
18635006,37,female,64,159,58,9,81,39.7
10988521,201,female,39,165,59,28,114,40.9
19799377,74,female,79,149,54,13,93,40.1
12052192,192,male,69,190,93,24,105,40.5
10153634,207,male,43,176,79,26,115,41.2
18027339,192,male,66,185,85,26,103,41.2
13226568,13,male,21,200,94,6,81,39.2
10005630,36,female,39,169,66,8,90,39.6
16957159,32,male,54,167,69,8,87,39.8
13314768,169,female,21,168,65,29,105,41.2
10698844,3,male,55,181,87,1,75,37.8
18052316,195,male,60,167,69,25,110,40.5
10097954,61,female,69,172,69,11,95,39.7
19429571,60,male,41,176,81,13,93,40.3
11789633,147,male,27,198,105,21,110,40.7
13872795,105,female,54,148,54,18,98,40.3
11984090,132,female,61,162,68,21,103,40.4
18948351,70,male,66,183,91,12,92,40.1
11967522,225,female,35,152,51,29,119,40.9
10128705,115,female,27,175,71,22,99,40.8
18450415,187,female,46,151,51,28,107,41.3
10971463,141,male,28,169,69,22,111,40.8
18157346,32,female,26,161,60,9,82,39.8
11775747,36,female,58,173,69,8,87,39.7
17804685,17,female,26,162,56,5,81,39.1
10137583,174,male,26,187,82,29,107,40.2
14623263,183,male,44,179,81,28,105,40.6
17686797,119,male,24,195,98,20,105,40.6
11222613,12,male,60,176,82,3,83,38.4
17079217,89,female,70,172,72,15,99,40.3
19866093,8,female,39,148,48,2,85,38.2
14970072,57,male,44,183,83,11,96,40.1
16056227,13,male,34,171,71,5,83,39.3
13004804,69,male,69,171,74,13,90,39.6
19081831,21,female,60,160,65,5,83,39.1
16437264,37,female,54,161,57,7,94,39.2
16409161,163,male,33,187,87,26,106,40.7
17276511,42,male,20,177,77,10,98,39.8
17108676,139,female,62,167,65,22,103,40.9
16655465,20,female,73,153,58,5,78,38.9
13447451,63,female,23,166,58,12,98,40.3
11295004,71,male,74,197,105,12,88,39.7
13077509,18,female,53,154,57,4,86,38.9
17045101,203,male,50,187,93,28,106,40.9
14106575,71,male,24,193,99,20,89,40.2
15259470,43,male,26,175,76,12,92,40.3
10437907,179,female,58,159,61,25,111,41.1
10187923,3,female,62,166,65,1,73,37.9
11743514,159,male,23,193,93,29,103,41.1
16164002,42,female,28,170,70,11,86,40.1
12723428,75,female,31,176,68,15,96,40.3
16218134,32,male,29,175,73,9,91,39.7
18989710,35,male,46,195,95,10,82,40
10454943,97,male,21,167,65,21,102,40.5
11509886,38,female,56,153,50,9,82,39.6
10568966,38,male,75,197,103,6,91,39.1
18846299,178,male,36,190,95,27,106,40.7
13418066,114,female,66,155,62,19,99,40.5
14243456,204,female,74,173,78,30,107,40.9
14713837,13,male,23,171,72,6,84,39.4
19150517,107,male,65,186,85,17,96,40.5
19178111,115,female,25,154,52,18,108,40.5
19526474,60,male,26,178,79,12,101,40.5
18214674,59,male,34,176,78,12,98,39.7
12004791,59,female,38,163,66,11,98,39.9
18398697,44,male,20,203,103,11,93,39.8
13390054,130,female,34,181,72,23,102,41.2
12982082,187,male,74,196,94,24,102,40.7
16996165,31,female,70,161,62,6,90,39.2
16180811,72,female,20,149,52,16,91,40.4
16360287,213,female,73,149,55,30,107,41.2
18811852,79,female,44,172,75,14,101,40
18381887,194,male,33,178,82,30,108,41.1
10662599,157,female,60,166,66,22,111,40.6
17276986,65,male,51,195,89,12,94,39.8
15488231,181,female,67,151,59,27,105,40.8
14508374,19,male,52,178,85,6,79,39.3
19089590,116,female,37,156,57,22,96,40.6
16783162,71,male,49,178,85,15,91,40.1
16959883,125,male,54,182,90,17,106,39.8
12395025,74,female,25,163,63,15,96,39.7
12644749,134,male,35,176,81,21,107,40.3
10268173,82,female,38,145,49,17,91,40.1
10804602,93,male,33,183,85,18,99,40.5
17995366,93,female,72,177,70,16,97,40.4
12384672,115,male,69,200,98,17,96,39.9
11274879,21,male,40,177,84,7,82,39.4
18233713,126,male,27,188,84,25,100,40.8
16804757,179,female,51,169,70,28,106,40.7
16038706,169,female,20,143,48,27,107,40.6
10715737,113,female,40,172,71,20,101,40.7
12255729,163,female,41,182,77,23,115,40.6
19072496,147,female,76,142,49,23,99,40.5
10567476,185,female,38,157,60,28,109,40.7
13591182,13,male,33,165,72,6,81,39.5
13692241,186,female,37,170,69,25,118,40.7
18164019,14,female,35,169,66,5,75,39
14333716,121,male,58,175,78,19,100,40.6
15453006,155,male,22,196,96,29,102,40.8
13267646,165,female,45,182,80,26,108,40.8
17236893,45,male,35,169,76,12,90,40
18084777,59,female,40,159,63,12,93,40.2
18204057,184,male,67,191,90,24,104,40.9
18235061,57,female,41,176,71,13,89,39.9
16814911,181,male,22,195,95,29,108,41
17470279,71,female,44,172,67,17,86,40.5
13131717,41,male,20,183,80,11,94,40.1
10060820,50,male,45,175,76,15,84,40.5
16691224,83,male,24,179,81,19,97,40.3
18843343,110,female,79,164,64,18,98,40.2
17903478,111,male,26,197,97,20,102,40.7
17604950,11,female,59,172,70,2,96,38.6
16150482,184,female,50,175,75,25,116,40.7
12181996,58,male,40,201,97,10,99,40
19367719,180,male,63,154,62,28,101,40.9
15484362,24,female,46,162,68,5,92,38.8
16507731,218,female,49,156,56,29,115,40.9
15037423,17,female,20,170,67,4,91,39
19250593,10,male,23,192,91,7,76,39.6
12733731,81,male,37,183,90,16,96,40.2
16255880,127,female,46,187,82,24,98,40.7
12184877,129,male,66,193,97,20,95,40.6
12658380,193,female,72,169,71,29,105,41
14185910,88,male,55,171,73,14,101,40
17034837,14,female,79,145,46,3,83,38.5
10247441,20,male,24,176,76,10,82,39.8
14139725,77,female,64,166,64,13,99,40.3
15560435,187,male,64,179,80,25,105,40.4
18249254,52,female,42,177,77,10,97,39.9
12162148,85,male,55,171,70,17,93,40.3
18532676,118,male,27,179,72,22,104,41
11957294,3,male,22,187,90,4,73,38.9
13304910,14,male,55,180,89,4,81,38.8
14532793,4,male,26,169,72,2,82,38.3
18462871,181,female,75,154,58,29,99,41.2
14051967,72,male,74,198,104,11,92,39.7
16599617,165,male,32,177,82,27,106,40.6
18885482,54,female,27,166,62,11,95,39.7
12337351,57,male,57,171,78,14,85,40
10712052,111,male,56,192,101,18,96,40.3
15689308,22,male,51,191,94,6,82,38.7
16229422,14,female,60,161,63,3,89,38.3
13976334,70,female,49,155,54,14,91,40.3
17451062,14,male,30,170,72,5,86,39
19359509,135,female,49,164,66,23,101,40.5
11657261,76,male,37,186,84,16,95,40.2
11801105,17,female,31,165,62,5,80,38.8
14318750,76,female,53,177,76,15,94,40.1
19819991,76,male,75,177,85,11,97,39.7
10132457,123,female,74,167,71,20,100,40.6
11146026,12,male,60,204,114,3,78,38.9
19204077,96,male,70,177,82,16,93,40.2
13780557,138,female,26,158,58,23,105,40.3
11703149,124,male,64,188,92,17,102,40.4
16911419,40,female,62,172,75,9,87,39.3
10739846,63,female,29,183,78,13,96,40.1
19620732,15,female,57,151,54,4,79,38.6
17616405,181,female,38,152,55,28,107,40.9
10876525,52,female,44,161,55,11,90,39.8
14309378,89,male,35,187,90,17,98,40.2
11218599,197,female,77,179,74,29,106,40.9
10581265,13,male,22,188,89,7,80,39.2
11082279,110,female,20,178,75,21,101,40.6
14661843,50,male,24,185,83,15,90,40.5
14887122,84,male,74,182,88,14,91,39.7
10313893,26,female,67,155,56,6,82,38.7
14057988,11,male,51,182,86,2,94,38.3
19021774,45,male,26,187,89,13,89,40.1
14888540,118,male,59,191,89,21,93,40.7
14039719,104,female,51,152,57,20,93,40.6
14495392,167,female,33,159,55,27,105,40.7
13554413,146,male,62,177,82,21,102,40.7
15032003,47,female,55,177,75,9,95,39.6
15620975,52,female,53,150,51,9,97,39.6
10902241,174,female,40,149,53,27,106,41
19467443,93,female,22,151,54,17,100,40.2
10123661,89,male,28,187,85,23,92,40.2
16838476,9,female,46,165,69,3,74,38.5
15412752,123,male,44,183,85,17,109,40.3
18820691,7,male,54,166,76,2,83,38.3
13220104,124,male,20,181,80,27,100,40.8
19581331,131,female,34,143,51,21,105,40.7
17496393,116,female,44,169,67,20,101,40.5
14995902,55,female,65,166,62,11,90,39.6
10690925,31,male,20,196,92,10,88,39.8
19874640,35,female,33,157,64,9,85,40
15027600,94,male,50,208,112,18,90,40
17423918,6,male,33,187,93,2,85,38
10980041,71,female,64,162,70,13,95,40.4
13340961,42,male,24,188,93,10,94,39.6
14529111,8,female,64,164,61,2,79,38.1
10458725,169,male,67,189,97,22,103,40.7
17045278,200,female,74,163,64,29,106,40.8
17987097,129,female,25,181,70,21,108,40.2
11541562,110,male,27,200,104,22,97,40.2
17017081,34,male,26,173,72,11,89,40.2
16051076,110,female,54,157,54,18,101,40.9
12094559,29,female,42,166,69,8,81,39.4
19822063,44,female,29,153,49,10,88,39.9
10067859,210,male,53,196,97,27,108,40.9
10065742,29,female,30,176,73,9,80,39.6
18802682,156,female,39,172,66,25,106,40.6
15280249,16,male,41,188,82,5,84,39
11450234,43,female,35,153,52,10,87,39.6
16602077,137,female,46,169,68,20,111,40.6
17334716,144,female,24,163,58,25,103,40.9
13136328,39,male,21,177,75,16,86,40.1
15577873,48,female,21,165,65,12,88,40.1
11713594,33,male,20,196,95,10,89,40
12563759,49,male,52,183,83,10,91,40.1
19674782,41,male,29,171,76,13,88,40
12966987,79,female,72,164,65,12,104,40.1
18471332,92,female,30,153,56,20,91,40.4
16459449,90,female,64,148,51,16,94,40
13478726,111,female,30,165,64,20,101,40.4
17584463,23,male,68,175,81,6,79,39.3
19066449,5,male,25,177,82,2,85,38.1
14215771,5,male,21,188,82,2,85,38.1
11057601,26,male,75,173,79,5,87,38.9
16229857,45,male,67,186,93,9,86,39.7
10339282,68,male,26,179,71,16,97,40.3
15023130,138,male,36,175,70,24,104,40.3
13646720,114,male,64,178,75,20,94,40.2
17941358,20,male,77,175,79,4,84,38.8
11769262,21,female,71,168,65,5,81,38.8
10830067,12,male,60,187,92,3,81,38.8
18731446,95,male,48,196,101,16,97,40.2
14787766,20,female,29,157,57,5,85,39.4
13802821,177,female,59,181,78,29,103,41
18526026,91,female,39,144,53,19,91,40.7
10928428,21,female,55,174,74,5,85,39.1
19976691,24,female,43,154,54,6,83,39
17426264,19,female,37,154,61,5,82,39.5
12310238,27,male,45,189,91,5,96,39.1
16644888,133,male,31,190,96,25,99,40.9
17005829,48,male,78,176,79,8,91,39.5
18786180,51,female,28,157,59,10,96,39.8
19778214,70,male,50,208,112,13,91,40.3
11330367,35,male,62,178,85,8,84,39.2
10664035,41,male,26,176,81,12,90,39.7
18641361,50,male,21,188,93,14,91,40.3
17006078,38,male,21,159,64,16,87,40.3
19018538,137,male,56,174,82,21,101,40.7
10618567,107,female,63,168,65,19,96,40.3
16610738,125,female,76,181,76,22,96,40.7
16218423,33,male,30,183,83,8,93,39.7
10656591,21,female,30,173,62,5,87,39.5
13648998,11,female,23,159,55,3,84,38.4
10736495,74,male,68,179,85,13,91,40
12957908,198,male,37,176,76,26,115,40.5
16817409,198,female,47,169,69,28,113,40.5
18270445,168,female,76,167,65,26,102,40.9
13898338,183,female,28,149,53,28,109,41
12790929,45,female,23,160,59,11,88,40.2
12176085,186,male,41,183,85,28,106,40.9
17404782,90,female,32,170,70,18,96,40.3
12686066,107,female,77,174,73,18,98,40.3
15278502,111,female,55,174,71,22,93,40.5
18749482,36,male,23,191,88,10,91,39.7
16441677,96,female,53,159,61,14,109,39.8
13027788,110,female,49,164,63,18,103,40.3
16900867,46,female,53,161,63,11,84,40.2
10747571,57,female,39,158,60,12,91,39.9
11566569,27,female,57,180,73,6,87,39.4
10663328,86,male,21,190,94,16,103,40.4
14708432,6,female,31,173,75,2,77,38.7
17497651,55,female,30,174,69,14,86,40.6
10905163,64,male,27,186,86,12,102,40.2
19988317,140,female,56,173,72,21,108,40.5
17694376,71,male,64,180,90,13,90,39.8
11296355,140,female,31,151,52,23,104,40.5
17555683,15,male,63,177,80,3,89,38.7
19588554,113,female,69,144,47,19,96,40.5
17847282,26,female,39,159,59,6,87,39
16627485,181,female,45,158,66,29,105,40.7
11576883,26,male,44,179,81,7,86,39.4
10814160,157,male,33,181,82,26,105,40.5
19236065,130,female,25,164,60,21,107,40.5
16343749,159,female,24,154,56,26,106,40.9
13352002,20,female,41,164,64,4,93,38.8
14117571,107,male,24,184,80,23,99,41
12613423,171,female,26,167,59,28,106,40.6
13474684,160,female,30,168,70,28,103,41.1
17697141,145,female,20,164,65,25,105,40.5
15850439,3,male,37,198,97,1,82,37.4
16239644,16,female,53,156,55,5,74,39.1
16899892,13,female,40,180,76,4,80,38.7
14638604,30,female,66,174,66,7,83,39.5
18574714,8,male,26,192,84,5,78,38.9
13287124,11,female,28,162,60,3,84,38.4
13262589,223,female,66,158,61,30,112,40.9
10860433,32,male,79,197,97,5,91,39.3
19641334,15,female,27,170,67,5,77,39.1
12165950,78,female,39,156,55,15,95,39.9
13604143,210,female,21,161,58,30,115,40.8
16674329,146,female,47,157,56,24,102,40.7
18881904,65,female,20,158,54,13,96,40
19601904,68,female,59,156,54,12,96,40
10722301,80,male,25,173,72,22,93,40.5
14717693,23,male,78,191,94,4,87,38.7
10838219,39,male,48,180,86,8,92,39.3
17636782,221,male,49,195,98,28,110,40.8
18286888,78,female,36,141,48,14,98,40
14206471,46,female,20,171,69,9,99,39.6
13137444,163,male,21,186,86,28,107,40.7
17787651,235,male,60,183,91,30,107,40.9
11134212,58,male,76,179,80,9,94,39.2
15190273,158,female,58,162,62,25,103,40.9
11027066,25,male,31,176,80,11,81,39.7
19380788,30,female,63,171,68,7,84,39.8
17573094,81,male,38,186,88,17,94,39.8
15976612,116,female,25,171,72,24,96,40.7
13487576,119,female,25,166,64,23,98,40.5
14484158,18,male,68,191,97,5,76,38.9
16241633,43,female,24,157,52,11,85,40
15024694,28,male,35,167,76,7,92,39.6
16038542,217,male,54,168,72,27,113,41.3
11968768,99,female,24,160,60,17,104,40.2
16096804,42,female,28,172,71,11,86,40
11908567,10,male,20,190,83,4,86,38.8
19834547,35,male,24,194,93,9,92,39.4
19637443,88,male,40,195,98,18,93,40.5
17701747,57,female,30,160,63,14,87,40.4
16283720,92,female,40,183,78,20,92,40.6
12994937,126,female,66,153,61,22,96,40.7
15078430,5,female,30,179,70,2,72,38.3
17613940,27,male,20,172,75,10,88,39.7
10116277,221,male,48,177,86,27,114,41
11590119,178,female,40,164,57,27,108,40.6
15334997,120,female,26,174,73,21,104,40.8
18680253,171,male,64,186,90,21,108,40.2
14352843,44,male,77,162,69,8,89,39.4
10930223,163,male,20,174,74,28,109,40.9
17040587,93,female,40,173,68,21,89,40.4
13812171,56,female,62,164,67,12,88,40
13302219,53,male,25,196,88,13,94,39.9
19905203,35,male,59,168,73,8,87,39.4
19509029,12,male,54,181,81,4,79,38.6
16218520,111,female,77,155,59,19,95,40.2
19101362,15,male,38,182,83,5,83,39.1
10018455,157,female,20,158,54,25,108,40.7
12227213,151,female,49,178,77,23,109,40.4
14287624,205,female,32,142,47,28,115,40.7
19210351,192,male,41,179,81,30,105,40.8
12845667,23,female,50,165,64,6,82,39.4
10108884,13,female,62,145,50,3,82,38.6
10388146,58,female,30,152,60,11,98,39.7
18672971,65,female,37,148,54,13,93,39.7
19173079,104,male,26,181,86,22,98,40.4
17923422,5,male,46,182,82,2,79,38.5
10133801,154,female,67,165,65,24,103,40.4
10336550,68,male,50,193,92,13,93,39.7
14641475,29,male,50,166,74,7,88,39.7
11488373,18,female,30,178,68,5,84,39.3
17524995,151,male,41,181,82,23,106,40.5
15168046,36,female,23,145,48,8,90,39.7
19113089,82,female,50,164,67,16,94,40.4
10960879,10,male,51,184,92,3,80,38.5
10710082,126,male,59,190,93,22,93,40.7
18473922,67,female,41,182,83,15,91,39.8
16022223,2,female,52,154,55,1,67,38
15428340,22,female,31,166,65,5,90,39.4
17180658,62,male,23,185,85,14,97,40.5
18557469,147,female,28,163,60,29,96,41
12776633,59,male,53,188,91,12,90,40.1
19922693,120,male,22,187,84,26,99,40.6
14941758,7,male,30,181,80,2,89,38.3
15264323,154,female,21,155,58,27,103,40.7
16746432,50,female,30,154,56,11,90,40.1
18594452,98,male,29,186,87,20,98,40.7
19053854,60,female,21,175,74,13,95,40.2
13368828,231,male,78,168,71,27,109,40.6
14944228,22,female,43,183,71,5,88,39.2
19212210,210,male,42,176,80,26,116,40.5
18071616,32,male,26,186,85,13,83,40
11792698,63,female,50,167,70,13,92,40.1
16569335,83,female,35,170,65,16,97,40.2
13921452,169,female,31,155,56,25,111,40.8
12422614,87,male,20,194,97,20,96,40.4
11859799,164,male,48,194,96,26,100,40.4
16247013,149,male,39,175,75,26,102,40.8
10558049,103,male,24,192,93,21,99,40.9
16792673,36,female,27,169,66,9,87,40
11630375,30,female,53,152,51,7,83,39.5
19508335,124,male,44,184,88,22,98,40.8
14866208,110,female,37,156,59,19,101,39.9
14019711,89,male,28,171,70,17,103,40.4
15114833,140,male,41,185,86,22,104,40.5
12818489,244,male,47,182,86,30,114,40.7
17306405,106,male,26,175,79,20,103,40.4
18744958,67,male,20,176,74,15,100,40.3
